"","obs_date","watershed","precip","streamflow","flag","yr","mo","da","wk"
"56","1957-11-25","2",0,1.217,NA,1957,11,25,47
"57","1957-11-26","2",0,1.094,NA,1957,11,26,48
"58","1957-11-27","2",0,0.912,NA,1957,11,27,48
"59","1957-11-28","2",0,0.909,NA,1957,11,28,48
"60","1957-11-29","2",9.4,1.589,NA,1957,11,29,48
"61","1957-11-30","2",19.8,2.128,NA,1957,11,30,48
"62","1957-12-01","2",2.3,1.615,NA,1957,12,1,48
"63","1957-12-02","2",4.3,1.298,NA,1957,12,2,48
"64","1957-12-03","2",0.3,1.116,NA,1957,12,3,49
"65","1957-12-04","2",0,1.023,NA,1957,12,4,49
"66","1957-12-05","2",0,0.916,NA,1957,12,5,49
"67","1957-12-06","2",0,0.835,NA,1957,12,6,49
"68","1957-12-07","2",7.1,1.3,NA,1957,12,7,49
"69","1957-12-08","2",0.3,4.897,NA,1957,12,8,49
"70","1957-12-09","2",8.6,2.889,NA,1957,12,9,49
"71","1957-12-10","2",47.8,21.061,NA,1957,12,10,50
"72","1957-12-11","2",7.4,17.294,NA,1957,12,11,50
"73","1957-12-12","2",13,5.441,NA,1957,12,12,50
"74","1957-12-13","2",0,2.906,NA,1957,12,13,50
"75","1957-12-14","2",2.5,2.199,NA,1957,12,14,50
"76","1957-12-15","2",0,2.022,NA,1957,12,15,50
"77","1957-12-16","2",3.8,1.785,NA,1957,12,16,50
"78","1957-12-17","2",0,1.528,NA,1957,12,17,51
"79","1957-12-18","2",0,1.377,NA,1957,12,18,51
"80","1957-12-19","2",18,2.774,NA,1957,12,19,51
"81","1957-12-20","2",25.4,34.836,NA,1957,12,20,51
"82","1957-12-21","2",36.8,66.577,NA,1957,12,21,51
"83","1957-12-22","2",0,10.492,NA,1957,12,22,51
"84","1957-12-23","2",0,5.44,NA,1957,12,23,51
"85","1957-12-24","2",0.8,3.881,NA,1957,12,24,52
"86","1957-12-25","2",0,2.982,NA,1957,12,25,52
"87","1957-12-26","2",40.1,19.398,NA,1957,12,26,52
"88","1957-12-27","2",2,21.444,NA,1957,12,27,52
"89","1957-12-28","2",0,6.359,NA,1957,12,28,52
"90","1957-12-29","2",0,3.962,NA,1957,12,29,52
"91","1957-12-30","2",0,2.919,NA,1957,12,30,52
"92","1957-12-31","2",0,2.398,NA,1957,12,31,53
"93","1958-01-01","2",34,2.129,NA,1958,1,1,1
"94","1958-01-02","2",0,1.894,NA,1958,1,2,1
"95","1958-01-03","2",0,1.665,NA,1958,1,3,1
"96","1958-01-04","2",0,1.494,NA,1958,1,4,1
"97","1958-01-05","2",0,1.304,NA,1958,1,5,1
"98","1958-01-06","2",0,1.166,NA,1958,1,6,1
"99","1958-01-07","2",13,1.098,NA,1958,1,7,1
"100","1958-01-08","2",20.1,1.055,NA,1958,1,8,2
"101","1958-01-09","2",0,0.99,NA,1958,1,9,2
"102","1958-01-10","2",0,0.946,NA,1958,1,10,2
"103","1958-01-11","2",1.5,0.915,NA,1958,1,11,2
"104","1958-01-12","2",0,0.835,NA,1958,1,12,2
"105","1958-01-13","2",0,0.805,NA,1958,1,13,2
"106","1958-01-14","2",0,0.764,NA,1958,1,14,2
"107","1958-01-15","2",16.3,0.777,NA,1958,1,15,3
"108","1958-01-16","2",11.4,1.279,NA,1958,1,16,3
"109","1958-01-17","2",1,1.648,NA,1958,1,17,3
"110","1958-01-18","2",1.3,1.214,NA,1958,1,18,3
"111","1958-01-19","2",0,0.99,NA,1958,1,19,3
"112","1958-01-20","2",0,0.854,NA,1958,1,20,3
"113","1958-01-21","2",4.8,0.759,NA,1958,1,21,3
"114","1958-01-22","2",38.6,3.87,NA,1958,1,22,4
"115","1958-01-23","2",4.8,5.071,NA,1958,1,23,4
"116","1958-01-24","2",0,2.569,NA,1958,1,24,4
"117","1958-01-25","2",1.5,1.952,NA,1958,1,25,4
"118","1958-01-26","2",3.3,1.827,NA,1958,1,26,4
"119","1958-01-27","2",9.7,1.703,NA,1958,1,27,4
"120","1958-01-28","2",20.3,1.515,NA,1958,1,28,4
"121","1958-01-29","2",20.8,1.361,NA,1958,1,29,5
"122","1958-01-30","2",0.5,1.268,NA,1958,1,30,5
"123","1958-01-31","2",1.8,1.24,NA,1958,1,31,5
"124","1958-02-01","2",0,1.185,NA,1958,2,1,5
"125","1958-02-02","2",1,1.146,NA,1958,2,2,5
"126","1958-02-03","2",0,1.088,NA,1958,2,3,5
"127","1958-02-04","2",0,1.052,NA,1958,2,4,5
"128","1958-02-05","2",0,1.004,NA,1958,2,5,6
"129","1958-02-06","2",0,0.922,NA,1958,2,6,6
"130","1958-02-07","2",7.6,0.896,NA,1958,2,7,6
"131","1958-02-08","2",17.5,0.909,NA,1958,2,8,6
"132","1958-02-09","2",4.8,0.828,NA,1958,2,9,6
"133","1958-02-10","2",0,0.791,NA,1958,2,10,6
"134","1958-02-11","2",0,0.785,NA,1958,2,11,6
"135","1958-02-12","2",0,0.73,NA,1958,2,12,7
"136","1958-02-13","2",0,0.707,NA,1958,2,13,7
"137","1958-02-14","2",0,0.668,NA,1958,2,14,7
"138","1958-02-15","2",0,0.649,NA,1958,2,15,7
"139","1958-02-16","2",10.2,0.668,NA,1958,2,16,7
"140","1958-02-17","2",9.9,0.635,NA,1958,2,17,7
"141","1958-02-18","2",0,0.572,NA,1958,2,18,7
"142","1958-02-19","2",0,0.53,NA,1958,2,19,8
"143","1958-02-20","2",0,0.525,NA,1958,2,20,8
"144","1958-02-21","2",0,0.547,NA,1958,2,21,8
"145","1958-02-22","2",1.8,0.554,NA,1958,2,22,8
"146","1958-02-23","2",4.3,0.543,NA,1958,2,23,8
"147","1958-02-24","2",0,0.531,NA,1958,2,24,8
"148","1958-02-25","2",15.2,0.55,NA,1958,2,25,8
"149","1958-02-26","2",0,0.579,NA,1958,2,26,9
"150","1958-02-27","2",0,0.664,NA,1958,2,27,9
"151","1958-02-28","2",9.9,0.652,NA,1958,2,28,9
"152","1958-03-01","2",1,0.609,NA,1958,3,1,9
"153","1958-03-02","2",1,0.587,NA,1958,3,2,9
"154","1958-03-03","2",3.8,0.599,NA,1958,3,3,9
"155","1958-03-04","2",2.8,0.603,NA,1958,3,4,9
"156","1958-03-05","2",0,0.622,NA,1958,3,5,10
"157","1958-03-06","2",0.5,0.633,NA,1958,3,6,10
"158","1958-03-07","2",0.8,0.646,NA,1958,3,7,10
"159","1958-03-08","2",0,0.635,NA,1958,3,8,10
"160","1958-03-09","2",0,0.832,NA,1958,3,9,10
"161","1958-03-10","2",0,1.449,NA,1958,3,10,10
"162","1958-03-11","2",0,2.417,NA,1958,3,11,10
"163","1958-03-12","2",0,2.428,NA,1958,3,12,11
"164","1958-03-13","2",0.3,2.234,NA,1958,3,13,11
"165","1958-03-14","2",10.4,2.462,NA,1958,3,14,11
"166","1958-03-15","2",6.9,1.846,NA,1958,3,15,11
"167","1958-03-16","2",4.1,1.498,NA,1958,3,16,11
"168","1958-03-17","2",0,1.284,NA,1958,3,17,11
"169","1958-03-18","2",0,1.336,NA,1958,3,18,11
"170","1958-03-19","2",0,1.546,NA,1958,3,19,12
"171","1958-03-20","2",0,1.56,NA,1958,3,20,12
"172","1958-03-21","2",5.8,1.362,NA,1958,3,21,12
"173","1958-03-22","2",5.3,1.253,NA,1958,3,22,12
"174","1958-03-23","2",3.6,1.284,NA,1958,3,23,12
"175","1958-03-24","2",0,1.189,NA,1958,3,24,12
"176","1958-03-25","2",2.8,1.178,NA,1958,3,25,12
"177","1958-03-26","2",0,1.506,NA,1958,3,26,13
"178","1958-03-27","2",0,2.259,NA,1958,3,27,13
"179","1958-03-28","2",0,3.511,NA,1958,3,28,13
"180","1958-03-29","2",0,5.173,NA,1958,3,29,13
"181","1958-03-30","2",0,7.457,NA,1958,3,30,13
"182","1958-03-31","2",6.1,6.343,NA,1958,3,31,13
"183","1958-04-01","2",0.5,4.082,NA,1958,4,1,13
"184","1958-04-02","2",3.3,3.645,NA,1958,4,2,14
"185","1958-04-03","2",0.8,3.624,NA,1958,4,3,14
"186","1958-04-04","2",0,7.665,NA,1958,4,4,14
"187","1958-04-05","2",0,12.98,NA,1958,4,5,14
"188","1958-04-06","2",26.7,8.736,NA,1958,4,6,14
"189","1958-04-07","2",3.6,5.289,NA,1958,4,7,14
"190","1958-04-08","2",0,4.206,NA,1958,4,8,14
"191","1958-04-09","2",0,3.3,NA,1958,4,9,15
"192","1958-04-10","2",0,3.763,NA,1958,4,10,15
"193","1958-04-11","2",4.3,4.274,NA,1958,4,11,15
"194","1958-04-12","2",6.9,3.305,NA,1958,4,12,15
"195","1958-04-13","2",0,4.706,NA,1958,4,13,15
"196","1958-04-14","2",1,7.907,NA,1958,4,14,15
"197","1958-04-15","2",0,18.672,NA,1958,4,15,15
"198","1958-04-16","2",0,29.535,NA,1958,4,16,16
"199","1958-04-17","2",0,33.47,NA,1958,4,17,16
"200","1958-04-18","2",0,28.697,NA,1958,4,18,16
"201","1958-04-19","2",0,18.493,NA,1958,4,19,16
"202","1958-04-20","2",0.5,11.816,NA,1958,4,20,16
"203","1958-04-21","2",7.1,12.096,NA,1958,4,21,16
"204","1958-04-22","2",7.4,15.209,NA,1958,4,22,16
"205","1958-04-23","2",10.2,15.257,NA,1958,4,23,17
"206","1958-04-24","2",0,8.213,NA,1958,4,24,17
"207","1958-04-25","2",1,5.222,NA,1958,4,25,17
"208","1958-04-26","2",0,3.651,NA,1958,4,26,17
"209","1958-04-27","2",0,2.936,NA,1958,4,27,17
"210","1958-04-28","2",25.7,2.893,NA,1958,4,28,17
"211","1958-04-29","2",17.5,8.001,NA,1958,4,29,17
"212","1958-04-30","2",0.8,17.242,NA,1958,4,30,18
"213","1958-05-01","2",0,7.069,NA,1958,5,1,18
"214","1958-05-02","2",0.5,4.324,NA,1958,5,2,18
"215","1958-05-03","2",9.7,3.991,NA,1958,5,3,18
"216","1958-05-04","2",0,4.346,NA,1958,5,4,18
"217","1958-05-05","2",0,3.194,NA,1958,5,5,18
"218","1958-05-06","2",3.6,2.647,NA,1958,5,6,18
"219","1958-05-07","2",7.6,3.286,NA,1958,5,7,19
"220","1958-05-08","2",16,6.995,NA,1958,5,8,19
"221","1958-05-09","2",0.5,5.794,NA,1958,5,9,19
"222","1958-05-10","2",0,3.808,NA,1958,5,10,19
"223","1958-05-11","2",13.5,3.639,NA,1958,5,11,19
"224","1958-05-12","2",5.8,6.492,NA,1958,5,12,19
"225","1958-05-13","2",0,4.132,NA,1958,5,13,19
"226","1958-05-14","2",0,3.071,NA,1958,5,14,20
"227","1958-05-15","2",0,2.483,NA,1958,5,15,20
"228","1958-05-16","2",11.4,3.208,NA,1958,5,16,20
"229","1958-05-17","2",0,3.098,NA,1958,5,17,20
"230","1958-05-18","2",1.5,2.479,NA,1958,5,18,20
"231","1958-05-19","2",9.1,3.061,NA,1958,5,19,20
"232","1958-05-20","2",1.3,2.859,NA,1958,5,20,20
"233","1958-05-21","2",3.8,2.589,NA,1958,5,21,21
"234","1958-05-22","2",0,2.007,NA,1958,5,22,21
"235","1958-05-23","2",0,1.653,NA,1958,5,23,21
"236","1958-05-24","2",0,1.361,NA,1958,5,24,21
"237","1958-05-25","2",7.1,1.438,NA,1958,5,25,21
"238","1958-05-26","2",0,1.341,NA,1958,5,26,21
"239","1958-05-27","2",0.5,1.076,NA,1958,5,27,21
"240","1958-05-28","2",7.6,0.979,NA,1958,5,28,22
"241","1958-05-29","2",4.3,2.057,NA,1958,5,29,22
"242","1958-05-30","2",0,1.342,NA,1958,5,30,22
"243","1958-05-31","2",0,1.074,NA,1958,5,31,22
"244","1958-06-01","2",19.6,2.374,NA,1958,6,1,22
"245","1958-06-02","2",13.5,6.802,NA,1958,6,2,22
"246","1958-06-03","2",0,3.849,NA,1958,6,3,22
"247","1958-06-04","2",0,2.157,NA,1958,6,4,23
"248","1958-06-05","2",2,1.561,NA,1958,6,5,23
"249","1958-06-06","2",0,1.167,NA,1958,6,6,23
"250","1958-06-07","2",0,0.933,NA,1958,6,7,23
"251","1958-06-08","2",0,0.803,NA,1958,6,8,23
"252","1958-06-09","2",0,0.687,NA,1958,6,9,23
"253","1958-06-10","2",11.4,0.75,NA,1958,6,10,23
"254","1958-06-11","2",0,1.101,NA,1958,6,11,24
"255","1958-06-12","2",0.8,0.815,NA,1958,6,12,24
"256","1958-06-13","2",0,0.599,NA,1958,6,13,24
"257","1958-06-14","2",1.8,0.515,NA,1958,6,14,24
"258","1958-06-15","2",0,0.369,NA,1958,6,15,24
"259","1958-06-16","2",3,0.291,NA,1958,6,16,24
"260","1958-06-17","2",0,0.27,NA,1958,6,17,24
"261","1958-06-18","2",0,0.223,NA,1958,6,18,25
"262","1958-06-19","2",0,0.181,NA,1958,6,19,25
"263","1958-06-20","2",0.8,0.149,NA,1958,6,20,25
"264","1958-06-21","2",2.5,0.195,NA,1958,6,21,25
"265","1958-06-22","2",0.8,0.195,NA,1958,6,22,25
"266","1958-06-23","2",0,0.127,NA,1958,6,23,25
"267","1958-06-24","2",0,0.09,NA,1958,6,24,25
"268","1958-06-25","2",0,0.066,NA,1958,6,25,26
"269","1958-06-26","2",1.3,0.06,NA,1958,6,26,26
"270","1958-06-27","2",0.5,0.064,NA,1958,6,27,26
"271","1958-06-28","2",0,0.048,NA,1958,6,28,26
"272","1958-06-29","2",0,0.033,NA,1958,6,29,26
"273","1958-06-30","2",2.3,0.031,NA,1958,6,30,26
"274","1958-07-01","2",0,0.024,NA,1958,7,1,26
"275","1958-07-02","2",0,0.017,NA,1958,7,2,27
"276","1958-07-03","2",0,0.011,NA,1958,7,3,27
"277","1958-07-04","2",0,0.008,NA,1958,7,4,27
"278","1958-07-05","2",0,0.004,NA,1958,7,5,27
"279","1958-07-06","2",1.5,0.006,NA,1958,7,6,27
"280","1958-07-07","2",0,0.008,NA,1958,7,7,27
"281","1958-07-08","2",17.3,0.02,NA,1958,7,8,27
"282","1958-07-09","2",0.5,0.028,NA,1958,7,9,28
"283","1958-07-10","2",0,0.016,NA,1958,7,10,28
"284","1958-07-11","2",13.5,0.071,NA,1958,7,11,28
"285","1958-07-12","2",19.3,0.924,NA,1958,7,12,28
"286","1958-07-13","2",0.5,0.486,NA,1958,7,13,28
"287","1958-07-14","2",1.5,0.124,NA,1958,7,14,28
"288","1958-07-15","2",1,0.085,NA,1958,7,15,28
"289","1958-07-16","2",4.6,0.075,NA,1958,7,16,29
"290","1958-07-17","2",0,0.035,NA,1958,7,17,29
"291","1958-07-18","2",0,0.014,NA,1958,7,18,29
"292","1958-07-19","2",21.1,0.667,NA,1958,7,19,29
"293","1958-07-20","2",1.3,0.536,NA,1958,7,20,29
"294","1958-07-21","2",0,0.196,NA,1958,7,21,29
"295","1958-07-22","2",0,0.093,NA,1958,7,22,29
"296","1958-07-23","2",1,0.054,NA,1958,7,23,30
"297","1958-07-24","2",0,0.038,NA,1958,7,24,30
"298","1958-07-25","2",1,0.026,NA,1958,7,25,30
"299","1958-07-26","2",0.8,0.035,NA,1958,7,26,30
"300","1958-07-27","2",0.8,0.027,NA,1958,7,27,30
"301","1958-07-28","2",13.7,0.028,NA,1958,7,28,30
"302","1958-07-29","2",23.1,1.934,NA,1958,7,29,30
"303","1958-07-30","2",1,1.117,NA,1958,7,30,31
"304","1958-07-31","2",0,0.386,NA,1958,7,31,31
"305","1958-08-01","2",0,0.153,NA,1958,8,1,31
"306","1958-08-02","2",0,0.076,NA,1958,8,2,31
"307","1958-08-03","2",0,0.024,NA,1958,8,3,31
"308","1958-08-04","2",0,0.023,NA,1958,8,4,31
"309","1958-08-05","2",0,0.023,NA,1958,8,5,31
"310","1958-08-06","2",0,0.015,NA,1958,8,6,32
"311","1958-08-07","2",0,0.004,NA,1958,8,7,32
"312","1958-08-08","2",21.3,0.025,NA,1958,8,8,32
"313","1958-08-09","2",0.8,0.028,NA,1958,8,9,32
"314","1958-08-10","2",0.8,0.02,NA,1958,8,10,32
"315","1958-08-11","2",0,0.007,NA,1958,8,11,32
"316","1958-08-12","2",0,0.003,NA,1958,8,12,32
"317","1958-08-13","2",0,0.004,NA,1958,8,13,33
"318","1958-08-14","2",0,0.001,NA,1958,8,14,33
"319","1958-08-15","2",0,0.001,NA,1958,8,15,33
"320","1958-08-16","2",0,0,NA,1958,8,16,33
"321","1958-08-17","2",11.4,0.004,NA,1958,8,17,33
"322","1958-08-18","2",0,0.011,NA,1958,8,18,33
"323","1958-08-19","2",2,0.002,NA,1958,8,19,33
"324","1958-08-20","2",0,0.002,NA,1958,8,20,34
"325","1958-08-21","2",3.3,0.002,NA,1958,8,21,34
"326","1958-08-22","2",1.8,0.002,NA,1958,8,22,34
"327","1958-08-23","2",0,0,NA,1958,8,23,34
"328","1958-08-24","2",3,0,NA,1958,8,24,34
"329","1958-08-25","2",13,0.012,NA,1958,8,25,34
"330","1958-08-26","2",0,0.003,NA,1958,8,26,34
"331","1958-08-27","2",0,0.002,NA,1958,8,27,35
"332","1958-08-28","2",0,0.001,NA,1958,8,28,35
"333","1958-08-29","2",0,0,NA,1958,8,29,35
"334","1958-08-30","2",0,0,NA,1958,8,30,35
"335","1958-08-31","2",0,0,NA,1958,8,31,35
"336","1958-09-01","2",0,0,NA,1958,9,1,35
"337","1958-09-02","2",0,0,NA,1958,9,2,35
"338","1958-09-03","2",0,0,NA,1958,9,3,36
"339","1958-09-04","2",0,0,NA,1958,9,4,36
"340","1958-09-05","2",1.5,0,NA,1958,9,5,36
"341","1958-09-06","2",0,0,NA,1958,9,6,36
"342","1958-09-07","2",6.1,0,NA,1958,9,7,36
"343","1958-09-08","2",0,0,NA,1958,9,8,36
"344","1958-09-09","2",0,0,NA,1958,9,9,36
"345","1958-09-10","2",15.5,0.016,NA,1958,9,10,37
"346","1958-09-11","2",1.3,0,NA,1958,9,11,37
"347","1958-09-12","2",0,0,NA,1958,9,12,37
"348","1958-09-13","2",0.5,0,NA,1958,9,13,37
"349","1958-09-14","2",0,0,NA,1958,9,14,37
"350","1958-09-15","2",0,0,NA,1958,9,15,37
"351","1958-09-16","2",4.3,0.001,NA,1958,9,16,37
"352","1958-09-17","2",8.9,0.001,NA,1958,9,17,38
"353","1958-09-18","2",22.1,0.026,NA,1958,9,18,38
"354","1958-09-19","2",0.8,0.021,NA,1958,9,19,38
"355","1958-09-20","2",0,0.011,NA,1958,9,20,38
"356","1958-09-21","2",17,0.016,NA,1958,9,21,38
"357","1958-09-22","2",20.6,2.103,NA,1958,9,22,38
"358","1958-09-23","2",0,0.346,NA,1958,9,23,38
"359","1958-09-24","2",0,0.101,NA,1958,9,24,39
"360","1958-09-25","2",0,0.058,NA,1958,9,25,39
"361","1958-09-26","2",0,0.041,NA,1958,9,26,39
"362","1958-09-27","2",15.2,0.075,NA,1958,9,27,39
"363","1958-09-28","2",0,0.23,NA,1958,9,28,39
"364","1958-09-29","2",0,0.145,NA,1958,9,29,39
"365","1958-09-30","2",0,0.078,NA,1958,9,30,39
"366","1958-10-01","2",14.5,0.323,NA,1958,10,1,40
"367","1958-10-02","2",0,0.408,NA,1958,10,2,40
"368","1958-10-03","2",0,0.177,NA,1958,10,3,40
"369","1958-10-04","2",0,0.09,NA,1958,10,4,40
"370","1958-10-05","2",2.8,0.065,NA,1958,10,5,40
"371","1958-10-06","2",0,0.049,NA,1958,10,6,40
"372","1958-10-07","2",0,0.044,NA,1958,10,7,40
"373","1958-10-08","2",0,0.037,NA,1958,10,8,41
"374","1958-10-09","2",0,0.034,NA,1958,10,9,41
"375","1958-10-10","2",9.9,0.05,NA,1958,10,10,41
"376","1958-10-11","2",2.5,0.214,NA,1958,10,11,41
"377","1958-10-12","2",0,0.177,NA,1958,10,12,41
"378","1958-10-13","2",0,0.123,NA,1958,10,13,41
"379","1958-10-14","2",0,0.094,NA,1958,10,14,41
"380","1958-10-15","2",0,0.091,NA,1958,10,15,42
"381","1958-10-16","2",7.9,0.207,NA,1958,10,16,42
"382","1958-10-17","2",8.4,0.495,NA,1958,10,17,42
"383","1958-10-18","2",0,0.547,NA,1958,10,18,42
"384","1958-10-19","2",0,0.338,NA,1958,10,19,42
"385","1958-10-20","2",0,0.245,NA,1958,10,20,42
"386","1958-10-21","2",0,0.205,NA,1958,10,21,42
"387","1958-10-22","2",0,0.19,NA,1958,10,22,43
"388","1958-10-23","2",19.6,0.626,NA,1958,10,23,43
"389","1958-10-24","2",2.5,2.312,NA,1958,10,24,43
"390","1958-10-25","2",1.5,1.096,NA,1958,10,25,43
"391","1958-10-26","2",13.5,0.852,NA,1958,10,26,43
"392","1958-10-27","2",2.5,3.204,NA,1958,10,27,43
"393","1958-10-28","2",8.1,3.008,NA,1958,10,28,43
"394","1958-10-29","2",6.3,2.517,NA,1958,10,29,44
"395","1958-10-30","2",0,2.11,NA,1958,10,30,44
"396","1958-10-31","2",0.8,1.673,NA,1958,10,31,44
"397","1958-11-01","2",0,1.27,NA,1958,11,1,44
"398","1958-11-02","2",0,0.977,NA,1958,11,2,44
"399","1958-11-03","2",0,0.746,NA,1958,11,3,44
"400","1958-11-04","2",0,0.622,NA,1958,11,4,44
"401","1958-11-05","2",0,0.57,NA,1958,11,5,45
"402","1958-11-06","2",0,0.53,NA,1958,11,6,45
"403","1958-11-07","2",0,0.468,NA,1958,11,7,45
"404","1958-11-08","2",0,0.431,NA,1958,11,8,45
"405","1958-11-09","2",11.4,1.257,NA,1958,11,9,45
"406","1958-11-10","2",4.3,1.8,NA,1958,11,10,45
"407","1958-11-11","2",0,1.253,NA,1958,11,11,45
"408","1958-11-12","2",0,0.92,NA,1958,11,12,46
"409","1958-11-13","2",0,0.734,NA,1958,11,13,46
"410","1958-11-14","2",15.2,3.33,NA,1958,11,14,46
"411","1958-11-15","2",1.8,3.226,NA,1958,11,15,46
"412","1958-11-16","2",0.3,1.929,NA,1958,11,16,46
"413","1958-11-17","2",0,1.376,NA,1958,11,17,46
"414","1958-11-18","2",0.8,1.128,NA,1958,11,18,46
"415","1958-11-19","2",0,0.963,NA,1958,11,19,47
"416","1958-11-20","2",0,0.834,NA,1958,11,20,47
"417","1958-11-21","2",4.6,0.822,NA,1958,11,21,47
"418","1958-11-22","2",0,0.72,NA,1958,11,22,47
"419","1958-11-23","2",1.3,0.648,NA,1958,11,23,47
"420","1958-11-24","2",1,0.662,NA,1958,11,24,47
"421","1958-11-25","2",0,0.582,NA,1958,11,25,47
"422","1958-11-26","2",18,1.384,NA,1958,11,26,48
"423","1958-11-27","2",0,1.964,NA,1958,11,27,48
"424","1958-11-28","2",33.8,1.219,NA,1958,11,28,48
"425","1958-11-29","2",2.8,2.862,NA,1958,11,29,48
"426","1958-11-30","2",0.5,1.697,NA,1958,11,30,48
"427","1958-12-01","2",1.5,1.182,NA,1958,12,1,48
"428","1958-12-02","2",0,1.023,NA,1958,12,2,48
"429","1958-12-03","2",2,0.899,NA,1958,12,3,49
"430","1958-12-04","2",0.8,0.77,NA,1958,12,4,49
"431","1958-12-05","2",28.7,0.782,NA,1958,12,5,49
"432","1958-12-06","2",2.5,1.12,NA,1958,12,6,49
"433","1958-12-07","2",0.5,0.847,NA,1958,12,7,49
"434","1958-12-08","2",0,0.731,NA,1958,12,8,49
"435","1958-12-09","2",0.8,0.676,NA,1958,12,9,49
"436","1958-12-10","2",0,0.645,NA,1958,12,10,50
"437","1958-12-11","2",0,0.609,NA,1958,12,11,50
"438","1958-12-12","2",0,0.568,NA,1958,12,12,50
"439","1958-12-13","2",0,0.53,NA,1958,12,13,50
"440","1958-12-14","2",0,0.51,NA,1958,12,14,50
"441","1958-12-15","2",5.8,0.482,NA,1958,12,15,50
"442","1958-12-16","2",0.5,0.456,NA,1958,12,16,50
"443","1958-12-17","2",3.3,0.429,NA,1958,12,17,51
"444","1958-12-18","2",0,0.414,NA,1958,12,18,51
"445","1958-12-19","2",2.5,0.423,NA,1958,12,19,51
"446","1958-12-20","2",0.5,0.428,NA,1958,12,20,51
"447","1958-12-21","2",0.5,0.387,NA,1958,12,21,51
"448","1958-12-22","2",1.8,0.388,NA,1958,12,22,51
"449","1958-12-23","2",0.5,0.395,NA,1958,12,23,51
"450","1958-12-24","2",0.5,0.373,NA,1958,12,24,52
"451","1958-12-25","2",0,0.362,NA,1958,12,25,52
"452","1958-12-26","2",0,0.328,NA,1958,12,26,52
"453","1958-12-27","2",0,0.31,NA,1958,12,27,52
